Ref. Charge Code,Category,NCIC Category,Long Description,
307.400-027N201054,Motor Vehicle,54,OPERATE/DISPLAY MOTOR CARRIER VEHICLE KNOWING DEFECT IN EXHAUST COULD BE HAZARDOUS TO OCCUPANT,
307.173-001N201054,Motor Vehicle,54,OPERATE MOTOR VEHICLE WITH VISION REDUCING MATERIAL APPLIED TO WINDSHIELD/EXCESSIVE VISION REDUCING MATERIAL APPLIED TO SIDE WINDOW,
307.400-959N197554,Motor Vehicle,54,FAIL TO DISPLAY RED FLAG/LAMP ON PROJECTION EXCEEDING 4 FT FROM MOTOR CARRIER VEHICLE,
307.400-958N200954,Motor Vehicle,54,FAIL TO DISPLAY RED FLAG/LAMP ON PROJECTION EXCEEDING 4 FEET FROM MOTOR CARRIER VEHICLE,
307.400-957N200954,Motor Vehicle,54,OPERATE COMMERCIAL MOTOR VEHICLE OR TRAILER THAT WAS DECLARED OUT-OF-SERVICE FOR INADEQUATE/DEFECTIVE EQUIP/HAZARDOUS MATERIAL MARKINGS,
307.400-956N200954,Motor Vehicle,54,MISCELLANEOUS FEDERAL MOTOR CARRIER CODE - ANY FEDERAL MOTOR CARRIER CHARGE NOT ITEMIZED IN THIS SECTION SHALL BE ASSIGNED THIS CODE,
307.173-999N200954,Motor Vehicle,54,OPERATE MOTOR VEHICLE WITH VISION REDUCING MATERIAL APPLIEDTO WINDSHIELD/EXCESSIVE VISION REDUCING MATERIAL APPLIED TOSIDE WINDOW,
307.400-955N197554,Motor Vehicle,54,FAILED TO EQUIP MOTOR CARRIER POWER UNIT WITH FIRE EXTINGUISHER PROPERLY FILLED OR ACCESSIBLE,
390.063-001N199254,Motor Vehicle,54,FAILED TO EQUIP COMMERCIAL PASSENGER-CARRYING VEHICLE WITH PROPER/ADEQUATE EMERGENCY EQUIPMENT,
390.063-002N199254,Motor Vehicle,54,OPERATE COMMERCIAL PASSENGER-CARRYING VEHICLE WITHOUT REQUIRED EMERGENCY MARKINGS FOR ESCAPE DOORS/WINDOWS,
307.400-954N200954,Motor Vehicle,54,FAIL TO EQUIP MOTOR CARRIER POWER UNIT WITH FIRE EXTINGUISHER PROPERLY FILLED/ACCESSIBLE,
307.400-953N200954,Motor Vehicle,54,OPERATE MOTOR CARRIER VEHICLE WITH IMPROPER/DEFECTIVE TOW BAR/5TH WHEEL/SADDLE MOUNT OR PINTLE,
307.400-952N197554,Motor Vehicle,54,FAILED TO EQUIP MOTOR CARRIER VEHICLE WITH DEVICES TO ASSURE LOAD WOULD NOT SHIFT/FALL,
307.400-951N200954,Motor Vehicle,54,FAIL TO EQUIP MOTOR CARRIER VEHICLE WITH DEVICES TO ASSURE LOAD WOULD NOT SHIFT/FALL,
307.400-950N200954,Motor Vehicle,54,OPERATE COMMERCIAL MOTOR VEHICLE WHILE DRIVER IS SUBJECT TO AN OUT-OF-SERVICE ORDER,
307.400-949N199554,Motor Vehicle,54,OPERATED COMMERCIAL MOTOR VEHICLE WHILE DRIVER IS SUBJECT TO AN OUT-OF-SERVICE ORDER,
390.063-003N199254,Motor Vehicle,54,OPERATED COMMERCIAL PASSENGER-CARRYING VEHICLE WITH IMPROPER/DEFECTIVE COUPLING DEVICE ARTICULATED,
307.400-948N197554,Motor Vehicle,54,OPERATED MOTOR CARRIER VEHICLE WITH IMPROPER/DEFECTIVE TOW BAR/5TH WHEEL/SADDLE MOUNT/PINTLE HOOK,
390.063-982N197554,Motor Vehicle,54,OPERATE COMMERCIAL PASSENGER-CARRYING VEHICLE/TRAILER DECLARED OUT-OF-SERVIE FOR INADEQUATE/DEFECTIVE EQUIPMENT/HAZARDOUS MATERIAL MARKINGS,
307.400-947N197554,Motor Vehicle,54,OPERATED COMMERCIAL MOTOR VEHICLE/TRAILER DECLARED OUT-OF-SERVICE FOR INADEQUATE/DEFECTIVE EQUIPMENT/HAZARDOUS MATERIALMARKINGS,
307.400-946N198654,Motor Vehicle,54,OPERATING COMMERCIAL MOTOR VEHICLE WITHOUT SEATBELT,
390.063-981N197554,Motor Vehicle,54,"DRIVER OPERATING COMMERCIAL PASSENGER-CARRYING VEHICLE WITHOUT WEARING SEATBELT (DOESN'T APPLY TO BUS MANUFACTURED BEFORE JANUARY 1, 1965)",
307.400-945N197554,Motor Vehicle,54,MISCELLANEOUS FEDERAL MOTOR CARRIER CODE - ANY FEDERAL MOTORCARRIER CHARGE NOT ITEMIZED IN THIS SECTION SHALL BE ASSIGNED THIS CODE,
390.063-980N197554,Motor Vehicle,54,MISCELLANEOUS FEDERAL MOTOR CARRIER CODE - ANY COMMERCIAL PASSENGER-CARRYING VEHICLE CHARGE NOT ITEMIZED IN THIS SECTION SHALL HAVE THIS CODE,
307.400-944N197554,Motor Vehicle,54,OPERATED MOTOR CARRIER VEHICLE WITH UNSAFE/IMPROPER FRAME/SUSPENSION/AXLE OR WHEEL/RIM/STEERING SYSTEM,
307.173-998N197554,Motor Vehicle,54,OPERATED MOTOR VEHICLE WITH VISION REDUCING MATERIAL APPLIED TO WINDSHIELD/EXCESSIVE VISION REDUCING MATERIAL APPLIED TO SIDE/REAR WINDOW,
390.063-979N197554,Motor Vehicle,54,OPERATED COMMERCIAL PASSENGER-CARRYING VEHICLE WITH UNSAFE/IMPROPER FRAME/SUSPENSION/AXLE/WHEEL/RIM/STEERING SYSTEM,
307.122-001N199254,Motor Vehicle,54,OPERATED MOTOR VEHICLE/TRAILER ON HIGHWAY WHILE EQUIPPED WITH DEVICE WHICH EMITS ELECTRONIC MESSAGE,
307.400-943N200954,Motor Vehicle,54,OPERATING COMMERCIAL MOTOR VEHICLE WITHOUT SEATBELT,
307.400-942N200954,Motor Vehicle,54,OPERATED MOTOR CARRIER VEHICLE WITH UNSAFE/IMPROPER FRAME/SUSPENSION/AXLE/WHEEL/RIM OR STEERING SYSTEM,
307.400-028N201054,Motor Vehicle,54,DRIVER OPERATE COMMERCIAL MOTOR VEHICLE WITHOUT SEATBELT,
307.400-029N201054,Motor Vehicle,54,OPERATED MOTOR CARRIER VEHICLE WITH UNSAFE/IMPROPER FRAME/SUSPENSION/AXLE/WHEEL/RIM OR STEERING SYSTEM,
43.170-999N190054,Motor Vehicle,54,PERSON RESISTS MEMBR OF HWY PATROL-PROPERLY DISCHARGE DUTIES,
43.170-998N190054,Motor Vehicle,54,FAILED TO STOP OR OBEY REASONABLE SIGNAL/DIRECTION OF HIGHWAY PATROLMAN,
304.157-001N199654,Motor Vehicle,54,LANDOWNER TOWED ABANDONED PROPERTY WITHOUT AUTHORIZATION OF LAW ENFORCEMENT OFFICER WHEN NOT PRESENT/WHEN NO SIGN DISPLAYED WARNS SUCH,
304.158-001N199654,Motor Vehicle,54,ANY VIOLATION OF TOWING REGULATIONS FROM SECTION 304.155 TO 304.158,
307.170-989N197554,Motor Vehicle,54,MADE UNNECESSARY NOISE WITH MOTOR VEHICLE HORN/WHISTLE,
307.170-010N199654,Motor Vehicle,54,MADE UNNECCESSARY NOISE WITH MOTOR VEHICLE HORN/WHISTLE,
304.151-001N199654,Motor Vehicle,54,FAILURE TO MOVE VEHICLE WHICH IS OBSTRUCTING FLOW OF TRAFFIC,
307.170-988N197554,Motor Vehicle,54,OPERATED MTR VEH WHICH EMITTED EXCESSIVE AND UNNECESSARY NOISE,
307.170-011N199654,Motor Vehicle,54,OPERATED MOTOR VEHICLE WHICH EMITTED EXCESSIVE AND UNNECESSARY NOISE,
307.170-987N197554,Motor Vehicle,54,OPERATED MTR VEH WITH MUFFLER CUT OUT,
306.147-999Y199654,Motor Vehicle,54,VIOLATION OF MUFFLER REGULATIONS,
307.170-012N199654,Motor Vehicle,54,OPERATED MOTOR VEHICLE WITH MUFFLER CUT OUT,
307.360-003N201054,Motor Vehicle,54,EXCEED PRIVATE INSPECTION STATION AUTHORITY BY INSPECTING VEHICLE OF PERSON NOT LISTED IN PERMIT,
307.360-992N200954,Motor Vehicle,54,EXCEED PRIVATE INSPECTION STATION AUTHORITY BY INSPECTING VEHICLE OF PERSON NOT LISTED IN PERMIT,
307.171-999N197554,Motor Vehicle,54,OPERATED MTR VEH BETWEEN APR 1 AND NOV 1WITH STUDDED TIRES,
643.355-001N199454,Motor Vehicle,54,MISREPRESENT INSPECTION STATION/MANUFACTURER/POSSESSION OF ILLEGAL INSPECTION - PRIOR OFFENDER; USE OF ILLEGAL CERTIFICATE OF REGISTRATION/OPERATION OF VEHICLE WITHOUT INSPECTION -3RD OFFENSE,
643.355-002N199454,Motor Vehicle,54,MISREPRESENT INSPECTION STATION/MANUFACTURER/POSSESSION OF ILLEGAL INSPECTION; USE OF ILLEGAL CERTIFICATE OF REGISTRATION/OPERATION OF VEHICLE WITHOUT INSPECTION - 2ND OFFENSE,
643.355-003N199454,Motor Vehicle,54,"DISPLAY OR PERMIT THE DISPLAY OF ILLEGAL INSPECTION STICKER, USE AN ILLEGAL INSPECTION CERTIFICATE TO OBTAIN VEHICLE REGISTRATION, OR KNOWINGLY OPERATE VEHICLE WITHOUT DISPLAYING THE STICKER",
307.171-001N199654,Motor Vehicle,54,OPERATED MOTOR VEHICLE BETWEEN APRIL 1 AND NOVEMBER 1 WITH STUDDED TIRES,
307.360-991N197554,Motor Vehicle,54,EXCEEDED PRIVATE INSPECTION STATION AUTHORITY BY INSPECTING VEHICLE OF PERSON NOT LISTED IN PERMIT,
307.366-999N199254,Motor Vehicle,54,FAILED TO PERFORM REQUIRED EMISSIONS INSPECTION,
307.366-998N199254,Motor Vehicle,54,PERFORMED NON-REQUIRED EMISSIONS INSPECTION,
307.366-997N199254,Motor Vehicle,54,CHARGED EXCESSIVE EMISSIONS INSPECTION FEE,
307.366-996N199254,Motor Vehicle,54,PERFORMED EMISSIONS INSPECTION ON DIFFERENT VEHICLE (ONE OTHER THAN VEHICLE PRESENTED FOR INSPECTION),
307.365-997N197554,Motor Vehicle,54,PERFORMED IMPROPER/INCOMPLETE VEHICLE INSPECTION,
307.366-995N199254,Motor Vehicle,54,PERFORMED EMISSIONS INSPECTION WITH DEFECTIVE/OUT OF SERVICE ANALYZER,
307.366-994N199254,Motor Vehicle,54,ALTERED CERTIFIED EMISSIONS ANALYZER,
307.366-993N199254,Motor Vehicle,54,FAILED TO DISPLAY FEE FOR EMISSIONS INSPECTIONS IN CONSPICUOUS PLACE,
307.365-996N199554,Motor Vehicle,54,PERFORMED UNAUTHORIZED REPAIRS,
307.365-995N197554,Motor Vehicle,54,FURNISHED/LOANED/GAVE/SOLD VEHICLE INSPECTION PERMIT TO UNENTITLED PERSON,
307.365-994N200954,Motor Vehicle,54,FURNISHED/LOANED/GAVE SOLD VEHICLE INSPECTION PERMIT TO UNENTITLED PERSON,
643.355-004N199454,Motor Vehicle,54,VIOLATE REQUIREMENTS OF SECTIONS 643.300 - 643.355 OR RULES REGARDING EMISSIONS INSPECTIONS,
307.365-993N200954,Motor Vehicle,54,PERFORMED UNAUTHORIZED REPAIRS,
307.365-992N200954,Motor Vehicle,54,PERFORMED IMPROPER OR INCOMPLETE VEHICLE INSPECTION,
307.365-991N197554,Motor Vehicle,54,POSSESSED STOLEN/COUNTERFEIT/ILLEGALLY PURCHASED VEHICLE INSPECTION CERTIFICATE/STICKER,
307.365-990N200954,Motor Vehicle,54,POSSESS STOLEN/COUNTERFEIT/ILLEGALLY PURCHASED VEHICLE INSPECTION CERTIFICATE/STICKER,
307.365-002N201054,Motor Vehicle,54,FURNISHED/LOANED/GAVE/SOLD VEHICLE INSPECTION PERMIT TO UNENTITLED PERSON,
307.365-003N201054,Motor Vehicle,54,PERFORMED UNAUTHORIZED REPAIRS,
307.365-004N201054,Motor Vehicle,54,PERFORMED IMPROPER OR INCOMPLETE VEHICLE INSPECTION,
307.365-989N197554,Motor Vehicle,54,FAILED TO SURRENDER VEHICLE INSPECTION STATION PERMIT,
307.365-988N200954,Motor Vehicle,54,FAIL TO SURRENDER VEHICLE INSPECTION STATION PERMIT,
307.365-005N201054,Motor Vehicle,54,POSSESS STOLEN/COUNTERFEIT/ILLEGALLY PURCHASED VEHICLE INSPECTION CERTIFICATE/STICKER,
307.365-006N201054,Motor Vehicle,54,FAILED TO SURRENDER VEHICLE INSPECTION STATION PERMIT,
307.370-997N197554,Motor Vehicle,54,ISSUED CERTIFICATE OF VEHICLE INSPECTION OR STICKER WITHOUT VALID PERMIT,
307.370-996N200954,Motor Vehicle,54,ISSUED CERTIFICATE OF VEHICLE INSPECTION OR STICKER WITHOUT VALID PERMIT,
307.370-002N201054,Motor Vehicle,54,ISSUED CERTIFICATE OF VEHICLE INSPECTION OR STICKER WITHOUT VALID PERMIT,
307.370-995N197554,Motor Vehicle,54,DISPLAYED/PERMITTED DISPLAY OF FICTITIOUS VEHICLE INSPECTIONCERTIFICATE/STICKER,
307.370-994N200954,Motor Vehicle,54,DISPLAY/PERMIT DISPLAY OF FICTITIOUS VEHICLE INSPECTION CERTIFICATE/STICKER,
307.370-003N201054,Motor Vehicle,54,DISPLAY/PERMIT DISPLAY OF FICTITIOUS VEHICLE INSPECTION CERTIFICATE/STICKER,
564.4500-999Y195054,Motor Vehicle,54,"LEAVING SCENE OF MV ACCIDENT - INJURY, PROPERTY DAMAGE OR 2ND OFFENSE",
577.060-001Y197954,Motor Vehicle,54,"LEAVING SCENE OF MOTOR VEHICLE ACCIDENT - INJURY, PROPERTY DAMAGE OR 2ND OFFENSE",
577.060-002Y198654,Motor Vehicle,54,LEAVING SCENE OF MOTOR VEHICLE ACCIDENT,
577.065-002Y198854,Vehicular Homicide,54,LEAVING SCENE OF ALL-TERRAIN VEHICLE ACCIDENT - DEATH OR 2ND OFFENSE,
577.065-003Y198854,Motor Vehicle,54,LEAVING SCENE OF ALL-TERRAIN VEHICLE ACCIDENT - INJURY,
577.080-001N197754,Motor Vehicle,54,ABANDON VEHICLE OR TRAILER,
226.720-999N198654,Motor Vehicle,54,UNSCREENED JUNKYARDS NEAR STATE AND COUNTY ROADS PROHIBITED,
226.670-001N196554,Motor Vehicle,54,"OPERATING, ESTABLISHING OR MAINTAINING A JUNKYARD WITHOUT A LICENSE",
304.079-001N200454,Motor Vehicle,54,FAIL TO PROVIDE PROPER AUTHORIZATION FOR PARKING VEHICLE IN HANDICAP ZONE,
304.079-002N200554,Motor Vehicle,54,OPERATE/DRIVE MOTOR VEHICLE WITH DISABLED PLACARD HANGING FROM REARVIEW MIRROR,
301.142-997N199554,Motor Vehicle,54,PARKING IN HANDICAPPED ACCESSAISLE/USE VEH DISP HDCP LIC PLT,
301.143-002N198654,Motor Vehicle,54,PARKED IN SPACE RESERVED FOR PHYSICALLY DISABLED PERSON WITHOUT PROPER LICENSE/CARD,
238.365-001N199754,Motor Vehicle,54,VIOLATION OF TOLL COLLECTION REGULATIONS,
304.075-001N195554,Motor Vehicle,54,FAILED TO REMOVE OR COVER SIGNS ON SCHOOL BUS WHEN USED FOR PURPOSE OTHER THAN TRANSPORTING SCHOOL CHILDREN,
304.170-999N190054,Motor Vehicle,54,WIDTH OF VEHICLE EXCEEDED LIMIT ALLOWED (8 FT EXCEPT CERTAIN BUSES 8.5 FT),
304.170-005N197554,Motor Vehicle,54,WIDTH OF VEHICLE EXCEEDED 8 1/2 FEET,
304.170-998N199254,Motor Vehicle,54,WIDTH OF IMPLEMENT OF HUSBANDRY EXCEEDED 11 1/2 FT,
304.170-006N199254,Motor Vehicle,54,WIDTH OF SLUDGE DISPOSAL UNIT EXCEEDED 11 1/2 FEET,
304.170-997N198354,Motor Vehicle,54,HEIGHT OF VEHICLE EXCEEDED 13 1/2 FT,
304.170-007N197554,Motor Vehicle,54,HEIGHT OF VEHICLE EXCEEDED 13 1/2 OR 14 FEET,
304.170-008N197554,Motor Vehicle,54,LENGTH OF SINGLE MOTOR VEHICLE EXCEEDED 45 FEET,
304.170-996N190054,Motor Vehicle,54,LENGTH OF BUS EXCEEDED 42 FT,
304.170-009N197554,Motor Vehicle,54,LENGTH OF BUS EXCEEDED 45/46/47 FEET,
304.170-995N190054,Motor Vehicle,54,LENGTH OF TRACTOR AND SEMI TRAILER EXCEEDED 55 FT (AUTO TRANSP MAY BE LONGER),
304.170-010N197554,Motor Vehicle,54,LENGTH OF TRUCK AND OTHER COMBINED VEHICLE(S) EXCEEDED 55 FEET,
304.170-994N190054,Motor Vehicle,54,LENGTH OF AUTO TRANS TRACTOR AND SEMI TRAILER EXCEEDED 72 FT LOADED/65 FT UNLOADE,
304.170-011N197554,Motor Vehicle,54,LENGTH OF TRACTOR AND SEMI-TRAILER EXCEEDED 60 FEET,
304.170-993N190054,Motor Vehicle,54,LENGTH OF TRUCK AND SEMI TRAILER EXCEEDED 65 FT (AUTO TRANSP MAY BE LONGER),
304.170-012N197554,Motor Vehicle,54,"LENGTH OF TRACTOR, SEMI-TRAILER AND TRAILER/TRUCK AND TRAILERS EXCEEDED 65 FEET",
304.170-992N190054,Motor Vehicle,54,LENGTH OF AUTO TRANS TRUCK AND SEMI TRLEXCEEDED 72 FT LOADED/65 FT UNLOADED,
304.170-991N197554,Motor Vehicle,54,LENGTH OF LOADED AUTO TRANSP EXCEEDEDLIMIT,
304.170-013N197554,Motor Vehicle,54,LENGTH OF SEMI-TRAILER/TRAILER EXCEEDED 28-28 1/2 FEET,
304.170-014N197554,Motor Vehicle,54,LENGTH OF SEMI-TRAILER WITH LOAD EXCEEDED 53 FEET ON INTERSTATE OR DESIGNATED HIGHWAY PLUS 10 AIR MILES,
304.170-015N199254,Motor Vehicle,54,LENGTH OF LOADED AUTO/BOAT TRANSPORTING EXCEEDED LIMIT,
304.170-016N199254,Motor Vehicle,54,LENGTH OF DRIVEWAY SADDLEMOUNT COMBINATION EXCEEDED LIMIT,
301.010-999N200454,Motor Vehicle,54,VIOLATE PROVISIONS OF SECTION 301.010(26) REGARDING LOCAL LOG TRUCK,
301.010-998N200954,Motor Vehicle,54,VIOLATE PROVISIONS OF SECTION 301.010(26) REGARDING LOCAL LOG TRUCK,
301.010-001N201054,Motor Vehicle,54,VIOLATE PROVISIONS REGARDING LOCAL LOG TRUCK WEIGHT LIMITS,
301.010-002N201054,Motor Vehicle,54,VIOLATE PROVISIONS REGARDING LOCAL LOG TRUCK DIMENSION LIMITS,
301.010-997N200454,Motor Vehicle,54,VIOLATE PROVISIONS OF SECTION 301.010(27) REGARDING LOCAL LOG TRUCK TRACTOR,
301.010-996N200954,Motor Vehicle,54,VIOLATE PROVISIONS OF SECTION 301.010(27) REGARDING LOCAL LOG TRUCK TRACTOR,
301.010-003N201054,Motor Vehicle,54,VIOLATE PROVISIONS REGARDING LOCAL LOG TRUCK TRACTOR WEIGHT LIMITS,
301.010-004N201054,Motor Vehicle,54,VIOLATE PROVISIONS REGARDING LOCAL LOG TRUCK TRACTOR AXLE LIMITS,
301.010-995N200454,Motor Vehicle,54,LOCAL LOG TRUCK TRACTOR HAVING MORE THAN THREE AXLES,
304.180-999N197554,Motor Vehicle,54,"""WEIGHT ON SINGLE AXLE EXCEEDED 18,000 LB ON BRIDGE""",
301.010-994N200454,Motor Vehicle,54,LOCAL LOG TRUCK TRACTOR HAVING MORE THAN 4 AXLES,
301.010-993N200454,Motor Vehicle,54,LOCAL LOG TRUCK TRACTOR PULL TRAILER HAVING MORE THAN TWO AXLES,
301.010-992N200454,Motor Vehicle,54,LOCAL LOG TRUCK TRAILER MORE THAN TWO AXLES,
301.010-991N200454,Motor Vehicle,54,"""WEIGHT ON LOCAL LOG TRUCK TRACTOR SINGLE AXLE EXCEED 22,400 LBS""",
304.180-998N190054,Motor Vehicle,54,WEIGHT ON VEHICLE TANDEM AXLE EXCEEDED 32000 LBS,
304.180-997N197554,Motor Vehicle,54,"""WEIGHT ON TANDEM AXLE EXCEEDED 32,000 LB ON BRIDGE""",
304.180-001N192554,Motor Vehicle,54,"WEIGHT ON TANDEM AXLE EXCEEDED 34,000 POUNDS",
304.180-996N190054,Motor Vehicle,54,GROSS WEIGHT OF VEHICLE EXCEEDED ALLOWABLE LIMIT,
304.180-995N197554,Motor Vehicle,54,GROSS WEIGHT EXCEEDED LIMIT FOR SUPPLEMENTAL HIGHWAY,
304.180-002N192554,Motor Vehicle,54,"WEIGHT ON SINGLE AXLE EXCEEDED 20,000 POUNDS",
304.180-003N192554,Motor Vehicle,54,"WEIGHT ON STEERING AXLE EXCEEDS 12,000 POUNDS/VEHICLE MANUFACTURER'S RATING",
304.180-004N192554,Motor Vehicle,54,"WEIGHT ON SINGLE AXLE EXCEEDED 22,000 POUNDS",
304.180-005N192554,Motor Vehicle,54,"WEIGHT ON TANDEM AXLE EXCEEDED 36,000 POUNDS",
301.010-990N200454,Motor Vehicle,54,"""WEIGHT ON LOCAL LOG TRUCK TRACTOR TANDUM AXLE EXCEEDED 44,800 LBS""",
304.180-006N192554,Motor Vehicle,54,GROSS WEIGHT EXCEEDED POSTED LIMIT FOR BRIDGE,
304.180-007N192554,Motor Vehicle,54,"GROSS WEIGHT EXCEEDED 80,000 POUNDS",
304.180-008N201254,Motor Vehicle,54,"WEIGHT ON LIVESTOCK/MILK HAULER EXCEEDS 85,500 POUNDS",
304.180-009N197554,Motor Vehicle,54,WEIGHT ON AXLE GROUP EXCEEDED LIMIT FOR INTERSTATE HIGHWAY,
304.180-010N197554,Motor Vehicle,54,WEIGHT ON AXLE GROUP EXCEEDED LIMIT FOR HIGHWAY,
304.180-011N201554,Motor Vehicle,54,WEIGHT ON GRAIN/CO-PRODUCTS HAULER EXCEEDS 10% OF MAXIMUM WEIGHT LIMIT ON HIGHWAY OTHER THAN INTERSTATE,
304.181-001N197754,Motor Vehicle,54,"WEIGHT ON BUS SINGLE AXLE EXCEEDED 20,000 POUNDS",
304.181-002N197754,Motor Vehicle,54,"WEIGHT ON BUS TANDEM AXLE EXCEEDED 34,000 POUNDS",
304.184-999N200554,Motor Vehicle,54,VIOLATE SECTION 304.184 REGARDING WEIGHT/LENGTH/WIDTH LIMITS FOR TRUCKS/TRACTOR-TRAILERS/ETC ENGAGED IN TRANSPORTING SOLID WASTE,
304.184-001N201054,Motor Vehicle,54,VIOLATE SECTION 304.184 REGARDING WEIGHT LIMITS FOR TRUCKS/TRACTOR-TRAILERS/ETC ENGAGED IN TRANSPORTING SOLID WASTE,
304.184-002N201054,Motor Vehicle,54,VIOLATE SECTION 304.184 REGARDING LENGTH/WIDTH LIMITS FOR TRUCKS/TRACTOR-TRAILERS/ETC ENGAGED IN TRANSPORTING SOLID WASTE,
304.190-999N190054,Motor Vehicle,54,WIDTH/HT/LENGTH EXCEEDED LIMIT ALLOWED CITY 75000 OR MORE AND COMMERCIAL ZONE,
304.190-001N197154,Motor Vehicle,54,HEIGHT OF VEHICLE IN COMMERCIAL ZONE EXCEED 15 FEET,
304.190-998N190054,Motor Vehicle,54,AXLE WEIGHT EXCEEDED LIMIT ALLOWED IN CITY OF 75000 OR MORE AND COMMERCIAL ZONE,
304.190-002N197154,Motor Vehicle,54,"WEIGHT ON SINGLE AXLE EXCEEDED 22,400 POUNDS",
304.200-999N197554,Motor Vehicle,54,VIOLATION SPECIAL PERMITS FOR VEHICLES,
304.200-001N201054,Motor Vehicle,54,VIOLATE SPECIAL PERMITS FOR VEHICLES REGARDING WEIGHT LIMITS,
304.200-002N201054,Motor Vehicle,54,"VIOLATE SPECIAL PERMITS FOR VEHICLES REGARDING WIDTH, LENGTH, HEIGHT, SPEED LIMIT OR ANY OTHER CONDITION/RESTRICTION OF PERMIT",
304.220-001N195354,Motor Vehicle,54,WEIGHT OF VEHICLE EXCEEDED MAXIMUM POSTED LIMIT FOR COUNTY ROAD OR BRIDGE,
304.230-001N198554,Motor Vehicle,54,REFUSE TO WEIGH COMMERCIAL MOTOR VEHICLE OR SUBMIT TO A DRIVER/VEHICLE INSPECTION,
304.235-001N197354,Motor Vehicle,54,FAILED TO STOP COMMERCIAL MOTOR VEHICLE AT WEIGH STATION,
304.240-999N196754,Motor Vehicle,54,VIOLATION OF LOAD LAW,
304.250-999N197554,Motor Vehicle,54,OPERATED METAL TIRED VEHICLE ON IMPROVED HIGHWAY,
304.250-001N199654,Motor Vehicle,54,OPERATED METAL TIRED VEHICLE ON IMPROVED HIGHWAY,
390.131-974N197554,Motor Vehicle,54,FAILED TO PROPERLY MARK MTR CARRIER VEH TRANSPORTING HAZARDOUS MATERIALS,
390.131-973N197554,Motor Vehicle,54,FAILED TO DISPLAY ON BOTH SIDES OF MTR CARRIER VEH CARRIERS NAME AND PERMIT NUMB,
304.260-999N197554,Motor Vehicle,54,GROSS WEIGHT EXCEEDED POSTED LIMIT FOR STATE MAINTAINED BRIDGE,
307.170-986N197554,Motor Vehicle,54,OPERATED COMMERICAL MTR VEH WITH EQUIP NOT COMPLYING WITH MVI REGULATIONS,
307.170-013N199654,Motor Vehicle,54,OPERATED COMMERCIAL MOTOR VEHICLE WITH EQUIPMENT NOT COMPLYING WITH MOTOR VEHICLE INSPECTION REGULATIONS,
307.177-999N197554,Motor Vehicle,54,OPR COMM VEH TRANSP HAZ MAT WHEN NOT INCOMPLIANCE WITH FED HAZ MAT REGULATIONS,
307.177-001N200254,Motor Vehicle,54,OPERATE COMMERCIAL MOTOR VEHICLE WHEN NOT IN COMPLIANCE WITH FEDERAL HAZARDOUS MATERIAL REGULATIONS,
302.755-997Y199554,Motor Vehicle,54,OPERATING COMMERCIAL MOTOR VEHICLE DURING A CONTINUOUS TWENTY-FOUR HOUR OUT-OF-SERVICE PERIOD (1ST OFFENSE),
302.755-996Y199554,Motor Vehicle,54,OPERATE COMMERCIAL MOTOR VEHICLE DURING A CONTINUOUS TWENTY FOUR HOUR OUT-OF-SERVICE PERIOD,
302.755-995Y199554,Motor Vehicle,54,OPERATE COMMERCIAL MOTOR VEHICLE DURING A CONTINUOUS TWENTY-FOUR HOUR OUT-OF-SERVICE PERIOD (3RD AND SUBSEQUENT OFFENSE),
302.755-005N200554,Motor Vehicle,54,OPERATE COMMERCIAL MOTOR VEHICLE BEGINNING AT ISSUANCE OF ORDER UNTIL IT EXPIRES - 1ST OFFENSE,
302.755-006N200554,Motor Vehicle,54,OPERATE COMMERCIAL MOTOR VEHICLE BEGINNING AT ISSUANCE OF ORDER UNTIL IT EXPIRES - 2ND OFFENSE,
302.755-007N200554,Motor Vehicle,54,OPERATE COMMERCIAL MOTOR VEHICLE BEGINNING AT ISSUANCE OF ORDER UNTIL IT EXPIRES - 3RD OR SUBSEQUENT OFFENSE,
390.041-005N198454,Motor Vehicle,54,FAIL TO DISPLAY NAME/PERMIT/CERTIFICATE NUMBER ON BOTH SIDES OF MOTOR CARRIER VEHICLE,
304.010-951N197554,Motor Vehicle,54,WT OF VEHICLE EXCEEDED BRIDGE LIMIT SET BY 2ND/3RD/4TH CLASS COUNTY,
304.010-950N199554,Motor Vehicle,54,WEIGHT OF VEHICLE EXCEED BRIDGE LIMIT-2ND/3RD/4TH CLASS COUNTY,
304.010-001N199654,Motor Vehicle,54,WEIGHT OF VEHICLE EXCEEDED ROAD/BRIDGE LIMIT APPROVED BY HIGHWAY AND TRANSPORTATION COMMISSION IN 2ND/3RD/4TH CLASS COUNTY,
570.150-001Y197951,Bribery,51,COMMERCIAL BRIBERY,
197.326-001Y199251,Bribery,51,OFFERING BRIBE TO HEALTH FACILITIES REVIEW COMMITTEE - 2ND OFFENSE,
197.326-002Y199251,Bribery,51,OFFERING BRIBE TO HEALTH FACILITIES REVIEW COMMITTEE - 1ST OFFENSE,
570.155-001Y197551,Bribery,51,INITIATING SPORTS BRIBERY PURSUANT TO SECTION 570.155.1 (1),
570.155-002Y197551,Bribery,51,"ACCEPT, ATTEMPT TO OBTAIN OR SOLICIT SPORTS BRIBE PURSUANT TO SECTION 570.155.1 (2)",
576.010-001Y197951,Bribery,51,BRIBERY OF A PUBLIC SERVANT,
